,name,Mw (g/mol),Mn (g/mol),PDI,Regioregularity R%,DP,SANS,SAXS/GWAXS,DLS,SLS,SEC (GPC),Dark/light,Applied Electrical Field (Kv/cm),Duration of Applied Electrical Field (min),DLS Angle (deg),Concentration (mg/ml),Temperature SANS/SLS/DLS/SEC (K),Aging time (hour),To Aging Temperature (K),Stirring /sonication/heating time(min),Sonication time (min),Sonication/Stirring/heating Temperature (K),storage temperature (K),Storage time (hour),Solvent(s),Deuterated solvent,Solid additive,Solid additive quantity (mg/ml),Solvent solubility parameter (Hansen),Polymer solubility parameter ,Polymer solubility parameter 𝛿d [MPa1/2],Polymer solubility parameter  𝛿p [MPa1/2],Polymer solubility parameter 𝛿h [MPa1/2],Rh1 (nm),I1 (Normalized 1-0),Rh2 (nm),I2 (Normalized 1-0),Rh3 (nm),I3 (Normalized 1-0),Rh4 (nm),I4 (Normalized 1-0),Rh deviation (nm) ±,Rg1 (nm),Rg2 (nm),Rg 1deviation (nm) ±,"Rcs,g (crossectional radius) (nm)","Rcs,g (crossectional radius) (nm) ±","Rt,g (radius of gyration) (nm)",Ree (chain end-to-end distance) (nm),Ree deviation (nm) ±,A2 (mol dm3/g^2),df,α1 ,q1 range (A-1),α2 ,q2 range (A-1),Lp (nm),Lp deviation (nm) ±,Lc (nm),Lc deviation (nm) ±,ξs (characteristic length scale) (nm),ξs deviation (nm) ±,ξd (mesh size of the dynamic network) (nm),ξd deviation (nm) ±,R disk (nm),R cylinder (nm),R deviation (nm) ±,R core cylinder (nm),L cylinder (nm),L deviation (nm) ±,t (thinkness) (nm),t (thinkness) (nm) ±,A parallelepiped (thickness)(nm),A deviation (nm) ±,B parallelepiped (width)(nm),B deviation (nm) ±,C parallelepiped (length)(nm),C deviation (nm) ±,Light scattering model,SANS/SAXS model,Expected Conformation,Additional notes 1,Additional notes 2,Doi
624,MEH-PPV,100000.0,,,,,0,0,1.0,0,0.0,,10.0,60.0,90,0.1,298.0,,,,,,,120,THF,0.0,,,,,,,,103.66,0.42,8556.41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,applied Elec Field,,https://doi.org/10.1021/acs.macromol.2c01964
625,MEH-PPV,100000.0,,,,,0,0,1.0,0,0.0,,10.0,60.0,90,0.1,298.0,,,,,,,240,THF,0.0,,,,,,,,152.16,0.35,8454.41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,applied Elec Field,,https://doi.org/10.1021/acs.macromol.2c01964
626,MEH-PPV,100000.0,,,,,0,0,1.0,0,0.0,,10.0,60.0,90,0.1,298.0,,,,,,,480,THF,0.0,,,,,,,,212.88,0.36,18434.23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,applied Elec Field,,https://doi.org/10.1021/acs.macromol.2c01964
627,MEH-PPV,100000.0,,,,,0,0,1.0,0,0.0,,10.0,60.0,90,0.1,298.0,,,,,,,720,THF,0.0,,,,,,,,188.82,0.66,18656.64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,applied Elec Field,,https://doi.org/10.1021/acs.macromol.2c01964
628,MEH-PPV,100000.0,,,,,0,0,1.0,0,0.0,,10.0,60.0,90,0.1,298.0,,,,,,,0,THF,0.0,,,,,,,,100.63,0.3,8540.96,1,,,,,,,,,,,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,applied Elec Field,,https://doi.org/10.1021/acs.macromol.2c01964
629,MEH-PPV,100000.0,,,,,0,0,1.0,0,0.0,,,,90,0.1,298.0,,,,,,,0,THF,0.0,,,,,,,,77.21,1.0,,,,,,,,,,,,,,,,,1.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1021/acs.macromol.2c01964
630,MEH-PPV,100000.0,,,,,0,0,1.0,0,0.0,,10.0,60.0,90,0.5,298.0,,,,,,,0,THF,0.0,,,,,,,,80.36,0.69,8351.95,1,,,,,,,,,,,,,,,2.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,applied Elec Field,,https://doi.org/10.1021/acs.macromol.2c01964
631,MEH-PPV,100000.0,,,,,0,0,1.0,0,0.0,,,,90,0.5,298.0,,,,,,,0,THF,0.0,,,,,,,,84.6,1.0,,,,,,,,,,,,,,,,,1.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1021/acs.macromol.2c01964
632,MEH-PPV,100000.0,,,,,0,0,1.0,0,0.0,,10.0,60.0,90,1.0,298.0,,,,,,,0,THF,0.0,,,,,,,,282.83,1.0,,,,,,,,,,,,,,,,,2.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,applied Elec Field 10 kv/cm for 60 min,,https://doi.org/10.1021/acs.macromol.2c01964
633,MEH-PPV,100000.0,,,,,0,0,1.0,0,0.0,,,,90,1.0,298.0,,,,,,,0,THF,0.0,,,,,,,,94.42,1.0,,,,,,,,,,,,,,,,,2.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1021/acs.macromol.2c01964
634,MEH-PPV,100000.0,,,,,0,0,1.0,0,0.0,,10.0,60.0,90,3.0,298.0,,,,,,,0,THF,0.0,,,,,,,,327.58,1.0,,,,,,,,,,,,,,,,,2.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,applied Elec Field,,https://doi.org/10.1021/acs.macromol.2c01964
635,MEH-PPV,100000.0,,,,,0,0,1.0,0,0.0,,,,90,3.0,298.0,,,,,,,0,THF,0.0,,,,,,,,128.42,1.0,,,,,,,,,,,,,,,,,2.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1021/acs.macromol.2c01964
636,MEH-PPV,100000.0,,,,,0,0,1.0,0,0.0,,10.0,60.0,90,5.0,298.0,,,,,,,0,THF,0.0,,,,,,,,473.08,1.0,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,applied Elec Field,,https://doi.org/10.1021/acs.macromol.2c01964
637,MEH-PPV,100000.0,,,,,0,0,1.0,1,0.0,,,,90,5.0,298.0,,,,,,,0,THF,0.0,,,,,,,,182.69,1.0,,,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1021/acs.macromol.2c01964
638,PFO,55407.0,45423.549999999996,1.2275,,,0,0,1.0,0,0.0,,,,,0.05,303.0,,,,,,,,90:10 vol% CF-EtOH,0.0,,,,,,,,166.01,1.0,0.37,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mw range,,https://doi.org/10.1021/jp406598x
639,PFO,55407.0,45423.549999999996,1.2275,,,0,0,1.0,0,0.0,,,,,0.05,313.0,,,,,,,,90:10 vol% CF-EtOH,0.0,,,,,,,,182.83,1.0,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mw range,,https://doi.org/10.1021/jp406598x
640,PFO,55407.0,45423.549999999996,1.2275,,,0,0,1.0,0,0.0,,,,,0.05,323.0,,,,,,,,90:10 vol% CF-EtOH,0.0,,,,,,,,136.86,1.0,0.32,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mw range,,https://doi.org/10.1021/jp406598x
641,polyTVB,4130.0,2360.0,1.75,,,0,0,1.0,0,0.0,,,,,0.16,,,,,,,,,THF,0.0,,,,,,,,311.8,1.0,9.1,0.49,1.5,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C3RA00029J
642,polyDTVI,5314.0,2092.0,2.54,,,0,0,1.0,0,0.0,,,,,0.16,,,,,,,,,THF,0.0,,,,,,,,160.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C3RA00029J
643,DTVI1-TVB99,6354.0,2824.0,2.25,,,0,0,1.0,0,0.0,,,,,0.16,,,,,,,,,THF,0.0,,,,,,,,254.0,1.0,7.06,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C3RA00029J
644,DTVI5-TVB95,5648.51,2603.0,2.17,,,0,0,1.0,0,0.0,,,,,0.16,,,,,,,,,THF,0.0,,,,,,,,126.1,1.0,0.6,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C3RA00029J
645,DTVI10-TVB90,5512.5,2450.0,2.25,,,0,0,1.0,0,0.0,,,,,0.16,,,,,,,,,THF,0.0,,,,,,,,70.7,1.0,1.6,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C3RA00029J
646,DTVI25-TVB75,4928.0,2240.0,2.2,,,0,0,1.0,0,0.0,,,,,0.16,,,,,,,,,THF,0.0,,,,,,,,351.0,1.0,0.7,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C3RA00029J
647,DTVI50-TVB50,4439.4,2114.0,2.1,,,0,0,1.0,0,0.0,,,,,0.16,,,,,,,,,THF,0.0,,,,,,,,260.6,1.0,0.7,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C3RA00029J
648,PPFOH,35952.0,21400.0,1.68,,,0,0,1.0,1,0.0,,,,90,0.1,298.0,,,,,,,,THF,0.0,,,,,,,,,,,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeta sizer ZS,,https://doi.org/10.1039/C7TC04833E
649,PPFOH,35952.0,21400.0,1.68,,,0,0,1.0,1,0.0,,,,90,0.5,298.0,,,,,,,,THF,0.0,,,,,,,,7.5,,,,,,,,,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C7TC04833E
650,PPFOH,35952.0,21400.0,1.68,,,0,0,1.0,1,0.0,,,,90,1.0,298.0,,,,,,,,THF,0.0,,,,,,,,7.5,,,,,,,,,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C7TC04833E
651,PPFOH,35952.0,21400.0,1.68,,,0,0,1.0,1,0.0,,,,90,5.0,298.0,,,,,,,,THF,0.0,,,,,,,,14.2,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C7TC04833E
652,PPFOH,35952.0,21400.0,1.68,,,0,0,1.0,1,0.0,,,,90,0.1,298.0,,,,,,,,CF,0.0,,,,,,,,,,,,,,,,,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C7TC04833E
653,PPFOH,35952.0,21400.0,1.68,,,0,0,1.0,1,0.0,,,,90,0.5,298.0,,,,,,,,CF,0.0,,,,,,,,7.0,,,,,,,,,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C7TC04833E
654,PPFOH,35952.0,21400.0,1.68,,,0,0,1.0,1,0.0,,,,90,1.0,298.0,,,,,,,,CF,0.0,,,,,,,,7.4,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C7TC04833E
655,PPFOH,35952.0,21400.0,1.68,,,0,0,1.0,1,0.0,,,,90,5.0,298.0,,,,,,,,CF,0.0,,,,,,,,10.5,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C7TC04833E
656,P3HT,30000.0,,,94,,1,0,0.0,0,0.0,Dark,,,,15.545454545454547,333.0,,,,,,,,BB,1.0,,,,,,,,,,,,,,,,,4.2,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excluded volume,,"a molecular weight of 30 000: Mn or Mw,125 Watt halogen bulb, which provides 50 000 lux at 5 cm exposure distance",1 wt,https://doi.org/10.1039/C6SM02631A
657,P3HT,30000.0,,,94,,1,0,0.0,0,0.0,Dark,,,,7.733668341708543,333.0,,,,,,,,BB,1.0,,,,,,,,,,,,,,,,,3.9,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excluded volume,,"a molecular weight of B30 000: Mn or Mw,125 Watt halogen bulb, which provides 50 000 lux at 5 cm exposure distance",0.5 wt,https://doi.org/10.1039/C6SM02631A
658,P3HT,30000.0,,,94,,1,0,0.0,0,0.0,Dark,,,,1.5405405405405406,333.0,,,,,,,,BB,1.0,,,,,,,,,,,,,,,,,4.3,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excluded volume,,"a molecular weight of B30 000: Mn or Mw,125 Watt halogen bulb, which provides 50 000 lux at 5 cm exposure distance",0.1 wt,https://doi.org/10.1039/C6SM02631A
659,P3HT,30000.0,,,94,,1,0,0.0,0,0.0,light,,,,15.545454545454547,333.0,,,,,,,,BB,1.0,,,,,,,,,,,,,,,,,4.1,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excluded volume,,"a molecular weight of B30 000: Mn or Mw,125 Watt halogen bulb, which provides 50 000 lux at 5 cm exposure distance",1 wt,https://doi.org/10.1039/C6SM02631A
660,P3HT,30000.0,,,94,,1,0,0.0,0,0.0,light,,,,7.733668341708543,333.0,,,,,,,,BB,1.0,,,,,,,,,,,,,,,,,3.7,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excluded volume,,"a molecular weight of B30 000: Mn or Mw,125 Watt halogen bulb, which provides 50 000 lux at 5 cm exposure distance",0.5 wt,https://doi.org/10.1039/C6SM02631A
661,P3HT,30000.0,,,94,,1,0,0.0,0,0.0,light,,,,1.5405405405405406,333.0,,,,,,,,BB,1.0,,,,,,,,,,,,,,,,,4.2,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excluded volume,,"a molecular weight of B30 000: Mn or Mw,125 Watt halogen bulb, which provides 50 000 lux at 5 cm exposure distance",0.1 wt,https://doi.org/10.1039/C6SM02631A
662,P3HT,30000.0,,,94,,1,0,0.0,0,0.0,Dark,,,,9.616161616161616,333.0,,,,,,,,Styr,1.0,,,,,,,,,,,,,,,,,11.8,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,"a molecular weight of B30 000: Mn or Mw,125 Watt halogen bulb, which provides 50 000 lux at 5 cm exposure distance",1 wt,https://doi.org/10.1039/C6SM02631A
663,P3HT,30000.0,,,94,,1,0,0.0,0,0.0,Dark,,,,4.78391959798995,333.0,,,,,,,,Styr,1.0,,,,,,,,,,,,,,,,,14.0,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,"a molecular weight of B30 000: Mn or Mw,125 Watt halogen bulb, which provides 50 000 lux at 5 cm exposure distance",0.5 wt,https://doi.org/10.1039/C6SM02631A
664,P3HT,30000.0,,,94,,1,0,0.0,0,0.0,light,,,,9.616161616161616,333.0,,,,,,,,Styr,1.0,,,,,,,,,,,,,,,,,7.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,"a molecular weight of B30 000: Mn or Mw,125 Watt halogen bulb, which provides 50 000 lux at 5 cm exposure distance",1 wt,https://doi.org/10.1039/C6SM02631A
665,P3HT,30000.0,,,94,,1,0,0.0,0,0.0,light,,,,4.78391959798995,333.0,,,,,,,,Styr,1.0,,,,,,,,,,,,,,,,,6.7,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,"a molecular weight of B30 000: Mn or Mw,125 Watt halogen bulb, which provides 50 000 lux at 5 cm exposure distance",0.5 wt,https://doi.org/10.1039/C6SM02631A
666,P3HT,30000.0,,,94,,1,0,0.0,0,0.0,Dark,,,,13.545454545454547,333.0,,,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,3.8,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excluded volume,,"a molecular weight of B30 000: Mn or Mw,125 Watt halogen bulb, which provides 50 000 lux at 5 cm exposure distance",1 wt,https://doi.org/10.1039/C6SM02631A
667,P3HT,30000.0,,,94,,1,0,0.0,0,0.0,Dark,,,,6.738693467336684,333.0,,,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.7,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excluded volume,,"a molecular weight of B30 000: Mn or Mw,125 Watt halogen bulb, which provides 50 000 lux at 5 cm exposure distance",0.5 wt,https://doi.org/10.1039/C6SM02631A
668,P3HT,30000.0,,,94,,1,0,0.0,0,0.0,Dark,,,,1.3423423423423424,333.0,,,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.8,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excluded volume,,"a molecular weight of B30 000: Mn or Mw,125 Watt halogen bulb, which provides 50 000 lux at 5 cm exposure distance",0.1 wt,https://doi.org/10.1039/C6SM02631A
669,P3HT,30000.0,,,94,,1,0,0.0,0,0.0,light,,,,13.545454545454547,333.0,,,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,3.7,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excluded volume,,"a molecular weight of B30 000: Mn or Mw,125 Watt halogen bulb, which provides 50 000 lux at 5 cm exposure distance",1 wt,https://doi.org/10.1039/C6SM02631A
670,P3HT,30000.0,,,94,,1,0,0.0,0,0.0,light,,,,6.738693467336684,333.0,,,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excluded volume,,"a molecular weight of B30 000: Mn or Mw,125 Watt halogen bulb, which provides 50 000 lux at 5 cm exposure distance",0.5 wt,https://doi.org/10.1039/C6SM02631A
671,P3HT,30000.0,,,94,,1,0,0.0,0,0.0,light,,,,1.3423423423423424,333.0,,,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,4.3,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excluded volume,,"a molecular weight of B30 000: Mn or Mw,125 Watt halogen bulb, which provides 50 000 lux at 5 cm exposure distance",0.1 wt,https://doi.org/10.1039/C6SM02631A
672,MEH-PPV,,200000.0,,,,1,0,0.0,0,0.0,Dark,,,,9.94949494949495,333.0,,,,,,,,THF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.05,,,,,,,,,,,,,,,,,,,,,,fractal flexible cylinder,,,1 wt,https://doi.org/10.1039/C6SM02631A
673,MEH-PPV,,200000.0,,,,1,0,0.0,0,0.0,Dark,,,,9.02020202020202,333.0,,,,,,,,CHxn,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,0.1,,,,,,,,,,,,,,,,,,,,,,fractal flexible cylinder,,,1 wt,https://doi.org/10.1039/C6SM02631A
674,MEH-PPV,,200000.0,,,,1,0,0.0,0,0.0,light,,,,9.94949494949495,333.0,,,,,,,,THF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.05,,,,,,,,,,,,,,,,,,,,,,fractal flexible cylinder,,,1 wt,https://doi.org/10.1039/C6SM02631A
675,MEH-PPV,,200000.0,,,,1,0,0.0,0,0.0,light,,,,9.02020202020202,333.0,,,,,,,,CHxn,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,0.1,,,,,,,,,,,,,,,,,,,,,,fractal flexible cylinder,,,1 wt,https://doi.org/10.1039/C6SM02631A
676,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,Dark,,,,13.54545455,333.0,,,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.89,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excluded volume,,dark for over 8 h,1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
677,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,13.54545455,333.0,,,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.53,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excluded volume,,illumination for 1 h at 9000 lux,1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
678,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,Dark2,,,,13.54545455,333.0,,,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.87,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excluded volume,,"while exposed to illumination for 1 h at 9000 lux, and then measured again after resting in the dark for 4 h",1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
679,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,13.54545455,333.0,0,left column is exposure time not aging time,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,9000 lux ,1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
680,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,13.54545455,333.0,5,left column is exposure time not aging time,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,9000 lux ,1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
681,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,13.54545455,333.0,10,left column is exposure time not aging time,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,9000 lux ,1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
682,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,13.54545455,333.0,15,left column is exposure time not aging time,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,9000 lux ,1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
683,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,13.54545455,333.0,20,left column is exposure time not aging time,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,9000 lux ,1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
684,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,13.54545455,333.0,25,left column is exposure time not aging time,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,9000 lux ,1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
685,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,13.54545455,333.0,30,left column is exposure time not aging time,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,9000 lux ,1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
686,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,13.54545455,333.0,35,left column is exposure time not aging time,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,9000 lux ,1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
687,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,13.54545455,333.0,40,left column is exposure time not aging time,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,9000 lux ,1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
688,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,13.54545455,333.0,45,left column is exposure time not aging time,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,9000 lux ,1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
689,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,13.54545455,333.0,50,left column is exposure time not aging time,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,5.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,9000 lux ,1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
690,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,9.616161616,333.0,0,left column is exposure time not aging time,,,,,,Styr,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1005,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,"50,000 lux",1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
691,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,9.616161616161616,333.0,20,left column is exposure time not aging time,,,,,,Styr,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.954,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,"50,000 lux",1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
692,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,9.616161616161616,333.0,40,left column is exposure time not aging time,,,,,,Styr,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.773,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,"50,000 lux",1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
693,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,9.616161616161616,333.0,60,left column is exposure time not aging time,,,,,,Styr,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.387,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,"50,000 lux",1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
694,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,9.616161616161616,333.0,80,left column is exposure time not aging time,,,,,,Styr,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7685,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,"50,000 lux",1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
695,P3HT,35000.0,23333.33333,1.5,95,,1,0,0.0,0,0.0,light,,,,9.616161616161616,333.0,100,left column is exposure time not aging time,,,,,,Styr,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5135,,,,,,,,,,,,,,,,,,,,,,,flexible cylinder,,"50,000 lux",1wt,http://dx.doi.org/10.1016/j.eurpolymj.2017.02.026
